FL_DATE,AIRLINE,ORIGIN_CITY,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Delay_actual
31/8/2023,American Airlines Inc.,"Washington, DC","New York, NY",1359,1410,11,21,1431,1512,6,1517,1518,1,78,68,41,214,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"San Francisco, CA","Santa Ana, CA",1600,1611,11,18,1629,1738,5,1733,1743,10,93,92,69,372,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Washington, DC","West Palm Beach/Palm Beach, FL",1810,1757,-13,11,1808,2010,4,2038,2014,-24,148,137,122,857,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Jamestown, ND","Denver, CO",1311,1301,-10,10,1311,1339,7,1404,1346,-18,113,105,88,573,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Dallas/Fort Worth, TX","Oklahoma City, OK",2249,2245,-4,13,2258,2336,6,2358,2342,-16,69,57,38,175,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Boston, MA",1459,1602,63,11,1613,1747,15,1711,1802,51,132,120,94,728,5,0,0,0,46,1
31/8/2023,Southwest Airlines Co.,"San Jose, CA","Phoenix, AZ",2225,10,105,13,23,149,4,15,153,98,110,103,86,621,0,0,98,0,0,2
31/8/2023,American Airlines Inc.,"Washington, DC","Sarasota/Bradenton, FL",827,849,22,30,919,1118,6,1111,1124,13,164,155,119,851,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Baltimore, MD",2028,2026,-2,18,2044,2139,9,2150,2148,-2,82,82,55,361,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Phoenix, AZ","Atlanta, GA",1646,1642,-4,10,1652,2303,8,2335,2311,-24,229,209,191,1587,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Houston, TX","Portland, OR",930,925,-5,15,940,1141,4,1147,1145,-2,257,260,241,1825,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"San Diego, CA","Los Angeles, CA",616,611,-5,30,641,707,12,726,719,-7,70,68,26,109,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Dallas/Fort Worth, TX","Houston, TX",515,508,-7,13,521,559,10,626,609,-17,71,61,38,224,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Cleveland, OH","Atlanta, GA",1151,1148,-3,15,1203,1323,6,1343,1329,-14,112,101,80,554,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Miami, FL","Detroit, MI",1227,1316,49,29,1345,1605,10,1525,1615,50,178,179,140,1145,49,0,1,0,0,1
31/8/2023,Southwest Airlines Co.,"Baltimore, MD","Raleigh/Durham, NC",1525,1553,28,12,1605,1651,5,1630,1656,26,65,63,46,255,10,0,0,0,16,1
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Los Angeles, CA",1200,1200,0,10,1210,1305,15,1330,1320,-10,270,260,235,1947,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Kansas City, MO","Phoenix, AZ",1320,1331,11,8,1339,1354,4,1400,1358,-2,160,147,135,1044,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"New York, NY","Seattle, WA",645,643,-2,21,704,927,12,1001,939,-22,376,356,323,2422,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Las Vegas, NV","Reno, NV",940,942,2,12,954,1051,6,1105,1057,-8,85,75,57,345,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Bend/Redmond, OR","Los Angeles, CA",1955,1924,-31,21,1945,2130,40,2205,2210,5,130,166,105,726,0,0,0,0,0,0
31/8/2023,Spirit Air Lines,"Las Vegas, NV","Houston, TX",1240,1300,20,17,1317,1750,17,1746,1807,21,186,187,153,1222,7,0,1,0,13,1
31/8/2023,Spirit Air Lines,"Las Vegas, NV","San Jose, CA",830,824,-6,13,837,942,4,1001,946,-15,91,82,65,386,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Sacramento, CA","Salt Lake City, UT",1005,1004,-1,9,1013,1223,5,1240,1228,-12,95,84,70,532,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Boston, MA","San Francisco, CA",1830,1830,0,25,1855,2147,10,2216,2157,-19,406,387,352,2704,0,0,0,0,0,0
31/8/2023,Spirit Air Lines,"Minneapolis, MN","Las Vegas, NV",2230,2247,17,11,2258,2353,54,2350,47,57,200,240,175,1299,0,0,40,0,17,1
31/8/2023,JetBlue Airways,"Los Angeles, CA","New York, NY",1207,1159,-8,12,1211,2009,12,2049,2021,-28,342,322,298,2475,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Asheville, NC",1635,1631,-4,18,1649,1709,4,1722,1713,-9,47,42,20,91,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Lafayette, LA","Dallas/Fort Worth, TX",1959,2035,36,25,2100,2157,11,2139,2208,29,100,93,57,351,29,0,0,0,0,1
31/8/2023,Spirit Air Lines,"New York, NY","Miami, FL",1159,1205,6,20,1225,1452,12,1517,1504,-13,198,179,147,1096,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Albuquerque, NM","Las Vegas, NV",605,604,-1,12,616,622,6,635,628,-7,90,84,66,486,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Dallas/Fort Worth, TX","Fresno, CA",1745,1915,90,27,1942,2038,6,1908,2044,96,203,209,176,1313,8,0,6,0,82,2
31/8/2023,United Air Lines Inc.,"Cleveland, OH","San Francisco, CA",740,737,-3,14,751,933,5,949,938,-11,309,301,282,2161,0,0,0,0,0,0
31/8/2023,Spirit Air Lines,"Oakland, CA","San Diego, CA",1640,1637,-3,12,1649,1802,9,1809,1811,2,89,94,73,446,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Newark, NJ","Denver, CO",1717,1712,-5,26,1738,1912,9,1938,1921,-17,261,249,214,1605,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Las Vegas, NV","San Francisco, CA",920,914,-6,26,940,1052,7,1051,1059,8,91,105,72,414,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Denver, CO","North Platte, NE",1625,1620,-5,28,1648,1824,6,1829,1830,1,64,70,36,228,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Denver, CO","Phoenix, AZ",1920,1920,0,18,1938,2000,3,2015,2003,-12,115,103,82,602,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Washington, DC","Los Angeles, CA",844,842,-2,19,901,1035,13,1110,1048,-22,326,306,274,2288,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Atlanta, GA","Augusta, GA",1134,1133,-1,16,1149,1218,4,1231,1222,-9,57,49,29,143,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Fort Myers, FL",2045,2048,3,10,2058,2214,4,2231,2218,-13,106,90,76,515,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Knoxville, TN","Chicago, IL",1400,1359,-1,13,1412,1429,18,1452,1447,-5,112,108,77,475,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Orlando, FL",810,805,-5,15,820,930,9,951,939,-12,101,94,70,468,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Las Vegas, NV","San Francisco, CA",1735,1803,28,31,1834,1939,5,1905,1944,39,90,101,65,414,28,0,11,0,0,1
31/8/2023,American Airlines Inc.,"Chicago, IL","San Diego, CA",2028,2028,0,27,2055,2226,6,2243,2232,-11,255,244,211,1723,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"San Francisco, CA","Redding, CA",1851,1913,22,18,1931,2013,4,1949,2017,28,58,64,42,199,28,0,0,0,0,1
31/8/2023,American Airlines Inc.,"Dallas/Fort Worth, TX","Hartford, CT",1911,2024,73,13,2037,31,7,2354,38,44,223,194,174,1471,44,0,0,0,0,1
31/8/2023,Delta Air Lines Inc.,"New York, NY","Miami, FL",1100,1103,3,50,1153,1434,7,1411,1441,30,191,218,161,1089,0,0,30,0,0,1
31/8/2023,Delta Air Lines Inc.,"Fort Lauderdale, FL","New York, NY",1129,1127,-2,14,1141,1359,26,1443,1425,-18,194,178,138,1076,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"New York, NY","Raleigh/Durham, NC",1703,1658,-5,17,1715,1825,10,1913,1835,-38,130,97,70,427,0,0,0,0,0,0
31/8/2023,Republic Airline,"Columbus, OH","Newark, NJ",1537,1526,-11,15,1541,1656,6,1735,1702,-33,118,96,75,463,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"New York, NY","San Diego, CA",2055,2050,-5,14,2104,2308,7,2347,2315,-32,352,325,304,2446,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Ontario, CA","Phoenix, AZ",1209,1207,-2,10,1217,1313,10,1329,1323,-6,80,76,56,325,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Gulfport/Biloxi, MS","Atlanta, GA",600,558,-2,13,611,802,11,820,813,-7,80,75,51,352,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Omaha, NE","Chicago, IL",620,620,0,9,629,731,4,745,735,-10,85,75,62,423,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Portland, OR","Boston, MA",2355,2348,-7,22,10,757,13,821,810,-11,326,322,287,2537,0,0,0,0,0,0
31/8/2023,Hawaiian Airlines Inc.,"Kahului, HI","Honolulu, HI",1948,1933,-15,9,1942,2008,6,2027,2014,-13,39,41,26,100,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Houston, TX","Atlanta, GA",740,756,16,8,804,1032,6,1040,1038,-2,120,102,88,696,0,0,0,0,0,0
31/8/2023,Spirit Air Lines,"Newark, NJ","Orlando, FL",1155,1205,10,16,1221,1436,10,1445,1446,1,170,161,135,937,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Fresno, CA","San Francisco, CA",1800,1748,-12,10,1758,1834,5,1857,1839,-18,57,51,36,158,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Fayetteville, AR",1404,1359,-5,11,1410,1433,5,1455,1438,-17,111,99,83,589,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Chicago, IL","Austin, TX",2040,2039,-1,20,2059,2313,5,2331,2318,-13,171,159,134,977,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Columbus, OH","Denver, CO",905,903,-2,16,919,958,8,1017,1006,-11,192,183,159,1154,0,0,0,0,0,0
31/8/2023,PSA Airlines Inc.,"Providence, RI","Washington, DC",857,845,-12,10,855,1001,28,1033,1029,-4,96,104,66,356,0,0,0,0,0,0
31/8/2023,Allegiant Air,"St. Petersburg, FL","Flint, MI",1134,1136,2,11,1147,1355,7,1417,1402,-15,163,146,128,1040,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Denver, CO","Houston, TX",1130,1123,-7,17,1140,1425,6,1456,1431,-25,146,128,105,862,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"New York, NY","Austin, TX",1459,1455,-4,12,1507,1720,6,1814,1726,-48,255,211,193,1521,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Tucson, AZ","Dallas/Fort Worth, TX",1532,1523,-9,14,1537,1926,8,1958,1934,-24,146,131,109,813,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Denver, CO","Anchorage, AK",1902,1919,17,32,1951,2320,5,2236,2325,49,334,366,329,2405,14,0,32,0,3,1
31/8/2023,Southwest Airlines Co.,"Atlanta, GA","Indianapolis, IN",1940,2017,37,16,2033,2135,4,2110,2139,29,90,82,62,432,9,0,0,0,20,1
31/8/2023,Southwest Airlines Co.,"Baltimore, MD","Cleveland, OH",1430,1550,80,17,1607,1702,7,1545,1709,84,75,79,55,314,80,0,4,0,0,2
31/8/2023,JetBlue Airways,"Los Angeles, CA","New York, NY",1620,1609,-11,19,1628,25,10,49,35,-14,329,326,297,2475,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Phoenix, AZ","Bend/Redmond, OR",2035,2025,-10,105,2210,9,4,2307,13,66,152,228,119,893,66,0,0,0,0,2
31/8/2023,United Air Lines Inc.,"Chicago, IL","Boston, MA",2126,2121,-5,17,2138,26,10,59,36,-23,153,135,108,867,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Dallas/Fort Worth, TX","Cleveland, OH",2057,2056,-1,28,2124,29,5,44,34,-10,167,158,125,1021,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Aspen, CO","Denver, CO",1812,1758,-14,14,1812,1845,21,1922,1906,-16,70,68,33,125,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Miami, FL","Christiansted, VI",1014,1009,-5,29,1038,1300,2,1311,1302,-9,177,173,142,1139,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Salt Lake City, UT","Los Angeles, CA",1959,1957,-2,14,2011,2041,17,2050,2058,8,111,121,90,590,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Richmond, VA",710,715,5,16,731,816,4,822,820,-2,72,65,45,257,0,0,0,0,0,0
31/8/2023,Spirit Air Lines,"Atlanta, GA","Newark, NJ",1806,1934,88,14,1948,2121,10,2020,2131,71,134,117,93,746,24,0,1,0,46,2
31/8/2023,Delta Air Lines Inc.,"Seattle, WA","Spokane, WA",2259,2314,15,11,2325,5,5,3,10,7,64,56,40,224,0,0,0,0,0,0
31/8/2023,Envoy Air,"Chicago, IL","Nashville, TN",1555,1558,3,15,1613,1714,9,1726,1723,-3,91,85,61,409,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"Minneapolis, MN","Cincinnati, OH",1825,1815,-10,19,1834,2057,5,2116,2102,-14,111,107,83,596,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"Cleveland, OH","Las Vegas, NV",1544,1555,11,13,1608,1701,9,1716,1710,-6,272,255,233,1824,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Portland, OR","San Diego, CA",2130,2215,45,17,2232,41,4,2359,45,46,149,150,129,933,0,0,1,0,45,1
31/8/2023,Delta Air Lines Inc.,"Fort Myers, FL","Detroit, MI",1804,1751,-13,11,1802,2024,13,2058,2037,-21,174,166,142,1084,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Minneapolis, MN","Detroit, MI",851,840,-11,13,853,1107,10,1134,1117,-17,103,97,74,528,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Boston, MA","Washington, DC",545,535,-10,19,554,707,4,727,711,-16,102,96,73,413,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Daytona Beach, FL",926,923,-3,10,933,1026,3,1047,1029,-18,81,66,53,366,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Sacramento, CA","Las Vegas, NV",905,906,1,10,916,1021,7,1030,1028,-2,85,82,65,397,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Newark, NJ","St. Louis, MO",1402,1356,-6,27,1423,1523,5,1535,1528,-7,153,152,120,872,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Denver, CO",833,829,-4,27,856,932,6,945,938,-7,192,189,156,1199,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Minneapolis, MN","Rhinelander, WI",2125,2121,-4,9,2130,2200,3,2222,2203,-19,57,42,30,190,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Denver, CO","Helena, MT",1124,1123,-1,19,1142,1311,4,1321,1315,-6,117,112,89,594,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Denver, CO","Syracuse, NY",1749,1944,115,27,2011,103,6,2310,109,119,201,205,172,1492,0,0,79,0,40,2
31/8/2023,American Airlines Inc.,"New York, NY","Raleigh/Durham, NC",1629,1652,23,19,1711,1818,4,1813,1822,9,104,90,67,431,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Newark, NJ","San Juan, PR",946,944,-2,22,1006,1331,4,1341,1335,-6,235,231,205,1608,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"San Jose, CA","Burbank, CA",2045,2040,-5,13,2053,2138,3,2150,2141,-9,65,61,45,296,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Los Angeles, CA","Honolulu, HI",825,825,0,12,837,1058,3,1110,1101,-9,345,336,321,2556,0,0,0,0,0,0
31/8/2023,Endeavor Air Inc.,"Wilmington, NC","New York, NY",1923,1922,-1,14,1936,2048,6,2109,2054,-15,106,92,72,500,0,0,0,0,0,0
31/8/2023,Republic Airline,"Richmond, VA","Boston, MA",611,602,-9,14,616,724,14,759,738,-21,108,96,68,474,0,0,0,0,0,0
31/8/2023,JetBlue Airways,"Hartford, CT","West Palm Beach/Palm Beach, FL",1115,1106,-9,10,1116,1407,3,1423,1410,-13,188,184,171,1133,0,0,0,0,0,0
31/8/2023,Spirit Air Lines,"Orlando, FL","Kansas City, MO",1932,2057,85,23,2120,2240,7,2125,2247,82,173,170,140,1072,0,5,77,0,0,2
31/8/2023,Southwest Airlines Co.,"Denver, CO","Oakland, CA",1015,1011,-4,11,1022,1132,6,1150,1138,-12,155,147,130,957,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Panama City, FL",1556,1556,0,16,1612,1552,3,1603,1555,-8,67,59,40,240,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Salt Lake City, UT","Portland, OR",1131,1132,1,14,1146,1212,2,1224,1214,-10,113,102,86,630,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Burbank, CA","Seattle, WA",1605,1616,11,27,1643,1849,14,1845,1903,18,160,167,126,937,0,0,7,0,11,1
31/8/2023,Hawaiian Airlines Inc.,"Honolulu, HI","Lihue, HI",1915,1913,-2,14,1927,1948,5,1954,1953,-1,39,40,21,102,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Juneau, AK","Seattle, WA",520,518,-2,13,531,822,12,845,834,-11,145,136,111,909,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"New York, NY","Dallas/Fort Worth, TX",1230,1227,-3,24,1251,1442,10,1525,1452,-33,235,205,171,1389,0,0,0,0,0,0
31/8/2023,PSA Airlines Inc.,"White Plains, NY","Charlotte, NC",630,905,155,17,922,1049,15,828,1104,156,118,119,87,564,155,0,1,0,0,2
31/8/2023,Delta Air Lines Inc.,"Phoenix, AZ","Detroit, MI",2259,126,147,26,152,811,8,550,819,149,231,233,199,1671,0,10,2,0,137,2
31/8/2023,Delta Air Lines Inc.,"Pittsburgh, PA","Atlanta, GA",1839,1926,47,14,1940,2057,10,2022,2107,45,103,101,77,526,5,0,0,0,40,1
31/8/2023,Spirit Air Lines,"Los Angeles, CA","Detroit, MI",1140,1133,-7,11,1144,1833,9,1905,1842,-23,265,249,229,1979,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Charlotte, NC","Greer, SC",1626,1642,16,18,1700,1722,4,1711,1726,15,45,44,22,75,6,0,0,0,9,1
31/8/2023,Alaska Airlines Inc.,"Seattle, WA","Denver, CO",2020,2025,5,19,2044,2352,5,2357,2357,0,157,152,128,1024,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Denver, CO","Minneapolis, MN",610,702,52,15,717,944,4,908,948,40,118,106,87,680,40,0,0,0,0,1
31/8/2023,Delta Air Lines Inc.,"Salt Lake City, UT","San Diego, CA",800,812,12,15,827,903,12,855,915,20,115,123,96,626,0,0,20,0,0,1
31/8/2023,Republic Airline,"Harrisburg, PA","Newark, NJ",1459,1455,-4,10,1505,1547,9,1610,1556,-14,71,61,42,141,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"San Diego, CA","Cleveland, OH",1031,1220,109,21,1241,1934,9,1801,1943,102,270,263,233,2026,93,0,0,0,9,2
31/8/2023,Southwest Airlines Co.,"Los Angeles, CA","Dallas, TX",1745,1819,34,28,1847,2329,8,2245,2337,52,180,198,162,1246,7,0,18,0,27,1
31/8/2023,Southwest Airlines Co.,"Las Vegas, NV","New Orleans, LA",845,854,9,21,915,1412,3,1410,1415,5,205,201,177,1500,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Hattiesburg/Laurel, MS","Houston, TX",1140,1133,-7,8,1141,1246,11,1315,1257,-18,95,84,65,372,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"San Francisco, CA","Houston, TX",741,734,-7,18,752,1321,6,1340,1327,-13,239,233,209,1635,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Denver, CO","Kansas City, MO",1225,1225,0,10,1235,1444,3,1500,1447,-13,95,82,69,533,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Phoenix, AZ","San Diego, CA",1510,1535,25,9,1544,1629,2,1620,1631,11,70,56,45,304,0,0,0,0,0,0
31/8/2023,SkyWest Airlines Inc.,"Chicago, IL","Washington, DC",910,903,-7,37,940,1206,5,1213,1211,-2,123,128,86,612,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Atlanta, GA","Syracuse, NY",2225,2233,8,12,2245,26,7,38,33,-5,133,120,101,794,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Washington, DC","Raleigh/Durham, NC",2228,2231,3,19,2250,2337,6,2335,2343,8,67,72,47,224,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"Orlando, FL","Boston, MA",540,530,-10,17,547,804,10,840,814,-26,180,164,137,1121,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"Chicago, IL","Atlanta, GA",930,933,3,19,952,1215,7,1224,1222,-2,114,109,83,606,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Dallas/Fort Worth, TX","Kalispell, MT",1134,1135,1,14,1149,1355,13,1412,1408,-4,218,213,186,1390,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Denver, CO","Baltimore, MD",2359,2354,-5,16,10,508,6,532,514,-18,213,200,178,1491,0,0,0,0,0,0
31/8/2023,Frontier Airlines Inc.,"Ontario, CA","Las Vegas, NV",1924,2035,71,39,2114,2154,8,2035,2202,87,71,87,40,197,0,0,87,0,0,2
31/8/2023,JetBlue Airways,"Orlando, FL","Newark, NJ",2150,2226,36,16,2242,41,10,30,51,21,160,145,119,937,9,0,0,0,12,1
31/8/2023,Delta Air Lines Inc.,"Washington, DC","Atlanta, GA",600,604,4,13,617,741,5,745,746,1,105,102,84,534,0,0,0,0,0,0
31/8/2023,Alaska Airlines Inc.,"Anchorage, AK","Juneau, AK",1940,1946,6,12,1958,2109,5,2118,2114,-4,98,88,71,571,0,0,0,0,0,0
31/8/2023,Southwest Airlines Co.,"Burbank, CA","Oakland, CA",1815,1811,-4,9,1820,1909,5,1930,1914,-16,75,63,49,325,0,0,0,0,0,0
31/8/2023,United Air Lines Inc.,"Cleveland, OH","Denver, CO",1631,1625,-6,14,1639,1723,6,1750,1729,-21,199,184,164,1201,0,0,0,0,0,0
31/8/2023,Delta Air Lines Inc.,"New York, NY","Fort Lauderdale, FL",705,700,-5,23,723,1001,11,1019,1012,-7,194,192,158,1076,0,0,0,0,0,0
31/8/2023,American Airlines Inc.,"Raleigh/Durham, NC","Miami, FL",1634,1626,-8,25,1651,1907,15,1843,1922,39,129,176,136,700,0,0,39,0,0,1
31/8/2023,American Airlines Inc.,"Chicago, IL","Kalispell, MT",1000,957,-3,18,1015,1232,5,1240,1237,-3,220,220,197,1352,0,0,0,0,0,0
